_id|doi|solvent|standard_value|corrected|solvent_smiles|eV|canonical_smiles
709|https://doi.org/10.1002/adom.201700145|Toluene|631.0|1|Cc1ccccc1|1.964884310618067|CC1(C)c2ccccc2N(c2ccc(-c3c4ccccc4c(-c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)c4nsnc34)cc2)c2ccccc21
710|https://doi.org/10.1002/adom.201700145|Chloroform|663.0|1|ClC(Cl)Cl|1.87004826546003|CC1(C)c2ccccc2N(c2ccc(-c3c4ccccc4c(-c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)c4nsnc34)cc2)c2ccccc21
711|https://doi.org/10.1002/adom.201700145|Tetrahydrofuran|668.0|1|C1CCOC1|1.856050898203593|CC1(C)c2ccccc2N(c2ccc(-c3c4ccccc4c(-c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)c4nsnc34)cc2)c2ccccc21
712|https://doi.org/10.1002/adom.201700145|Dichloromethane|663.0|1|ClCCl|1.87004826546003|CC1(C)c2ccccc2N(c2ccc(-c3c4ccccc4c(-c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)c4nsnc34)cc2)c2ccccc21
723|https://doi.org/10.1002/adom.201600304|toluene|554.0|1|Cc1ccccc1|2.237981949458484|c1ccc2c(c1)Oc1ccccc1N2c1ccc2ccc3ccc(N4c5ccccc5Oc5ccccc54)nc3c2n1
725|https://doi.org/10.1002/ange.201906575|toluene|638.0|1|Cc1ccccc1|1.943326018808778|c1cncc(-c2cc3nc4c5ccccc5c5cc(N6c7ccccc7Oc7ccccc76)ccc5c4nc3cc2-c2cccnc2)c1
727|https://doi.org/10.1002/adfm.202002064|Hexane|536.0|1|CCCCCC|2.313138059701493|Cc1cc(B(c2c(C(F)(F)F)cccc2C(F)(F)F)c2c(C(F)(F)F)cccc2C(F)(F)F)cc(C)c1N1c2ccccc2Oc2ccccc21
728|https://doi.org/10.1002/adfm.201302907|toluene|412.0|1|Cc1ccccc1|3.009325242718447|c1ccc(-c2c3ccccc3c(-c3ccc(-c4c5ccccc5c(-c5ccccc5)c5ccccc45)cc3)c3ccccc23)cc1
730|https://doi.org/10.1002/ange.201802060|THF|576.0|1|C1CCOC1|2.152503472222222|O=C(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1ccc2c(c1)c1ccccc1n2-c1ccc(-n2c3ccccc3c3ccccc32)cc1
731|https://doi.org/10.1002/ange.201802060|THF|575.0|1|C1CCOC1|2.156246956521739|O=C(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1
732|https://doi.org/10.1002/adfm.201606384|Cyclohexane|640.0|1|C1CCCCC1|1.937253125|c1ccc(N(c2ccccc2)c2ccc(-c3c4ccccc4c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)cc1
733|https://doi.org/10.1002/adfm.201606384|Toluene|661.0|1|Cc1ccccc1|1.875706505295008|c1ccc(N(c2ccccc2)c2ccc(-c3c4ccccc4c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)cc1
734|https://doi.org/10.1002/adfm.201606384|Tetrahydrofuran|674.0|1|C1CCOC1|1.839528189910979|c1ccc(N(c2ccccc2)c2ccc(-c3c4ccccc4c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)cc1
735|https://doi.org/10.1002/adfm.201606384|Chloroform|681.0|1|ClC(Cl)Cl|1.820619676945668|c1ccc(N(c2ccccc2)c2ccc(-c3c4ccccc4c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)cc1
736|https://doi.org/10.1002/adfm.201606384|Dichloromethane|684.0|1|ClCCl|1.812634502923977|c1ccc(N(c2ccccc2)c2ccc(-c3c4ccccc4c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)cc1
741|https://doi.org/10.1002/adom.202001027|toluene|569.0|1|Cc1ccccc1|2.178984182776802|c1ccc2c(c1)-c1ccccc1C21c2cc(-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-n3c4ccccc4c4ccccc43)cc21
751|https://doi.org/10.1002/adma.202003885|toluene|502.0|1|Cc1ccccc1|2.469804780876494|CC(C)(C)c1ccc(N2c3ccccc3C3(c4ccccc4-c4cccc(-c5ccc(-c6nc(-c7ccccc7)nc(-c7ccccc7)n6)cc5)c43)c3cc(C(C)(C)C)ccc32)cc1
752|https://doi.org/10.1002/adma.202003885|toluene|505.0|1|Cc1ccccc1|2.455132673267327|CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3C3(c4ccccc4-c4cccc(-c5ccc(-c6nc(-c7ccccc7)nc(-c7ccccc7)n6)cc5)c43)c3cc(C(C)(C)C)ccc32)cc1
754|https://doi.org/10.1002/adma.202307725|toluene|550.0|1|Cc1ccccc1|2.254258181818182|N#Cc1cc2ncc(-c3ccc(-c4ccc5c(c4)C4(c6ccccc6-c6ccccc64)c4cc(-c6ccc(-c7cnc8cc(C#N)c(C#N)cc8n7)cc6)ccc4N5c4ccccc4)cc3)nc2cc1C#N
759|https://doi.org/10.1002/adma.202408816|toluene|456.0|1|Cc1ccccc1|2.718951754385965|c1ccc2c(c1)sc1ccc(-c3cccc4c3c3c5c6ccccc6n6c7ccccc7c(c7c8ccccc8n4c73)c56)cc12
762|https://doi.org/10.1002/adom.201801071|toluene|590.0|1|Cc1ccccc1|2.101427118644068|c1ccc(-c2cc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)n3ncnc3n2)cc1
769|https://doi.org/10.1002/adfm.201908839|toluene|628.0|1|Cc1ccccc1|1.974270700636943|CC1(C)c2ccccc2N(c2ccc3c4c(cccc24)-c2nc4cc(C#N)c(C#N)cc4nc2-3)c2ccccc21
771|https://doi.org/10.1002/anie.201802060|THF|574.0|1|C1CCOC1|2.160003484320558|O=C(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1ccc2c(c1)c1ccccc1n2-c1cccc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)c1
772|https://doi.org/10.1002/anie.201802060|THF|575.0|1|C1CCOC1|2.156246956521739|O=C(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1ccc2c(c1)c1ccccc1n2-c1cccc(-n2c3ccccc3c3ccccc32)c1
773|https://doi.org/10.1002/chem.201805323|toluene|518.0|1|Cc1ccccc1|2.393517374517375|CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1nc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(C#N)c(-c2ccc(F)cc2)c1C#N
774|https://doi.org/10.1002/anie.202016089|toluene|674.0|1|Cc1ccccc1|1.839528189910979|N#Cc1cc2c3cc(C#N)c(C#N)cc3c3nc4cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)c(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4nc3c2cc1C#N
784|https://doi.org/10.1002/adom.202202267|toluene|471.0|1|Cc1ccccc1|2.632360934182591|Cc1ccc2c(c1)c1cc(C)cc3c1n2-c1cc(N(c2ccc4c(c2)C(c2ccccc2)(c2ccccc2)c2ccccc2-4)c2c(C)cccc2C)cc2c1B3c1cc3c(cc1N2c1c(C)cccc1C)C(c1ccccc1)(c1ccccc1)c1ccccc1-3
786|https://doi.org/10.1002/adfm.201802031|toluene|493.0|1|Cc1ccccc1|2.514892494929006|Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(C)ccc1N2c1ccc2c(c1)Sc1ccccc1B2c1c(C(C)C)cc(C(C)C)cc1C(C)C
787|https://doi.org/10.1002/adfm.201802031|toluene|449.0|1|Cc1ccccc1|2.761340757238308|Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(C)ccc1N2c1ccc2c(c1)N(c1ccccc1)c1ccccc1B2c1c(C(C)C)cc(C(C)C)cc1C(C)C
801|https://doi.org/10.1002/adma.202200537|toluene|427.0|1|Cc1ccccc1|2.903611241217799|CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3cc(N4c5ccccc5[Si](c5ccccc5)(c5ccccc5)c5ccccc54)cc(c31)O2
803|https://doi.org/10.1002/chem.202401250|toluene|522.0|1|Cc1ccccc1|2.375176245210728|CC1(C)c2cc(-c3ccccc3)ccc2N(c2ccc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)cc2)c2ccc(-c3ccccc3)cc21
804|https://doi.org/10.1002/chem.202202305|DCM|625.0|1|ClCCl|1.9837472|CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc(-c3ccc4c(c3)c3ccccc3c3nc5ccccc5nc43)c1n2-c1cc2c3c(c1)Sc1ccccc1N3c1ccccc1S2
805|https://doi.org/10.1002/chem.202202305|hexane|458.0|1|CCCCCC|2.707078602620088|CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc(-c3ccc4c(c3)c3ccccc3c3nc5ccccc5nc43)c1n2-c1cc2c3c(c1)Sc1ccccc1N3c1ccccc1S2
813|https://doi.org/10.1002/ejoc.201900189|CH2Cl2|476.0|1|ClCCl|2.604710084033614|O=P1(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2-c2cc(N(c3ccccc3)c3ccccc3)ccc21
814|https://doi.org/10.1002/ejoc.201900189|Toluene|396.0|1|Cc1ccccc1|3.130914141414141|CCn1c2ccccc2c2cc(-c3ccc4c(c3)-c3cc(-c5ccc6c(c5)c5ccccc5n6CC)ccc3P4(=O)c3ccccc3)ccc21
815|https://doi.org/10.1002/ejoc.201900189|CH2Cl2|436.0|1|ClCCl|2.843674311926606|CCn1c2ccccc2c2cc(-c3ccc4c(c3)-c3cc(-c5ccc6c(c5)c5ccccc5n6CC)ccc3P4(=O)c3ccccc3)ccc21
816|https://doi.org/10.1002/ejoc.201900189|CH3CN|472.0|1|CC#N|2.626783898305085|CCn1c2ccccc2c2cc(-c3ccc4c(c3)-c3cc(-c5ccc6c(c5)c5ccccc5n6CC)ccc3P4(=O)c3ccccc3)ccc21
818|https://doi.org/10.1002/adom.202100970|toluene|522.0|1|Cc1ccccc1|2.375176245210728|CC1(C)c2ccccc2N(c2ccc(C(=O)c3ccccc3)cc2)c2ccccc21
822|https://doi.org/10.1002/adom.201900727|toluene|508.0|1|Cc1ccccc1|2.440633858267717|CC1(C)c2ccccc2N(c2ccc(C(=O)c3cc(C(=O)c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)n4c3-c3ccccc3CC4)cc2)c2ccccc21
823|https://doi.org/10.1002/adom.201900727|toluene|563.0|1|Cc1ccccc1|2.202206039076377|O=C(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1cc(C(=O)c2ccc(N3c4ccccc4Oc4ccccc43)cc2)n2c1-c1ccccc1CC2
827|https://doi.org/10.1039/D0TC05395C|toluene|451.0|1|Cc1ccccc1|2.74909534368071|c1ccc2c(c1)c1ccccc1n2-c1cc(-c2cc(-n3c4ccccc4c4ccccc43)nc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)n1
828|https://doi.org/10.1039/C6RA03281H|ch2cl2|553.0|1|ClCCl|2.242028933092224|CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc2c(c1)S(=O)(=O)c1ccccc1S2(=O)=O
832|https://doi.org/10.1039/C9TC00346K|toluene|643.0|1|Cc1ccccc1|1.928214618973562|CC1(C)c2ccccc2N(c2c(C#N)cnc3cccnc23)c2ccccc21
833|https://doi.org/10.1039/C9TC02195G|THF|498.0|1|C1CCOC1|2.489642570281125|N#Cc1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)ccc1-n1c2ccccc2c2cc3c4ccccc4n4c5ccccc5c(c21)c34
838|https://doi.org/10.1039/D1SC01175H|THF|392.0|1|C1CCOC1|3.162862244897959|Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1
840|https://doi.org/10.1039/D1SC01175H|THF|404.0|1|C1CCOC1|3.068915841584159|CN(C)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1
841|https://doi.org/10.1039/D3SC06989C|toluene|488.0|1|Cc1ccccc1|2.540659836065574|CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2cc3[n+]4c(c2)-c2ccccc2O[B-]4(F)Oc2ccccc2-3)cc1F
843|https://doi.org/10.1039/D0RA01925A|toluene|468.0|1|Cc1ccccc1|2.649235042735043|CC1(C)c2ccccc2N(c2ccc(-c3nnc4n3c3nnc(-c5ccc(N6c7ccccc7C(C)(C)c7ccccc76)cc5)n3c3nnc(-c5ccc(N6c7ccccc7C(C)(C)c7ccccc76)cc5)n43)cc2)c2ccccc21
845|https://doi.org/10.1039/D3QO01788E|CH2Cl2|482.0|1|ClCCl|2.572286307053942|c1cc2cccc3c2c(c1)c1cccc2c4ccccc4n3c12
846|https://doi.org/10.1039/D4QM00636D|THF|429.0|1|C1CCOC1|2.890074592074592|Fc1c(F)c(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)c(F)c(F)c1-c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccccc2)cc1
847|https://doi.org/10.1039/D4TC00606B|toluene|510.0|1|Cc1ccccc1|2.43106274509804|c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2nnc3n2c2nnc(-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)n2c2nnc(-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)n32)cc1
850|https://doi.org/10.1039/D1MA00738F|toluene|432.0|1|Cc1ccccc1|2.87000462962963|FC(F)(F)c1ccc2c(c1)c1c3ccc(c1n2-c1ccc(-c2nc(-c4ccccc4)nc(-c4ccccc4)n2)cc1)CCc1cccc(c1)CC3
851|https://doi.org/10.1039/D1MA00738F|toluene|426.0|1|Cc1ccccc1|2.910427230046948|N#Cc1ccc2c(c1)c1c3ccc(c1n2-c1ccc(-c2nc(-c4ccccc4)nc(-c4ccccc4)n2)cc1)CCc1cccc(c1)CC3
852|https://doi.org/10.1039/C9RA02875G|2-Me-THF|391.0|1|CC1CCCO1|3.170951406649617|c1ccc(-c2nc(-c3ccccc3)nc(-c3cccc4c3-c3ccccc3C43c4ccccc4-c4cnccc43)n2)cc1
854|https://doi.org/10.1039/D3TA05930H|Cyclohexane|520.0|1|C1CCCCC1|2.384311538461539|CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O
855|https://doi.org/10.1039/D3TA05930H|Chloroform|535.0|1|ClC(Cl)Cl|2.317461682242991|CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O
856|https://doi.org/10.1039/D3TA05930H|Cyclohexane|630.0|1|C1CCCCC1|1.968003174603175|CCCCC(CC)CN1C(=O)c2ccc3c4c(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc5c6c(ccc(c7c(-c8ccc(-n9c%10ccccc%10c%10ccccc%109)cc8)cc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O
857|https://doi.org/10.1039/D3TA05930H|Chloroform|730.0|1|ClC(Cl)Cl|1.698413698630137|CCCCC(CC)CN1C(=O)c2ccc3c4c(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc5c6c(ccc(c7c(-c8ccc(-n9c%10ccccc%10c%10ccccc%109)cc8)cc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O
859|https://doi.org/10.1039/C5CC00307E|toluene|475.0|1|Cc1ccccc1|2.610193684210527|CC(C)c1cc(C(C)C)c(B2c3ccccc3Oc3cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc32)c(C(C)C)c1
864|https://doi.org/10.1039/D0SC05631F|toluene|491.0|1|Cc1ccccc1|2.525136456211813|O=C(c1ccccc1)c1ccc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cc1
865|https://doi.org/10.1039/D0SC05631F|THF|520.0|1|C1CCOC1|2.384311538461539|O=C(c1ccccc1)c1ccc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cc1
866|https://doi.org/10.1039/C6CP08334J|CH2Cl2|484.0|1|ClCCl|2.561657024793389|CC(C)(C)c1ccc(-c2nnc(-c3ccccc3CCCc3ccc(N(c4ccccc4)c4ccccc4)cc3)o2)cc1
868|https://doi.org/10.1039/C6CP08334J|CH2Cl2|484.0|1|ClCCl|2.561657024793389|CC(C)(C)c1ccc(-c2nnc(-c3ccc(CCCc4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)o2)cc1
869|https://doi.org/10.1039/D2TC03448D|toluene|422.0|1|Cc1ccccc1|2.938014218009479|CC(C)(C)c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccc3c(=O)c4ccc(-n5c6ccccc6c6cc(-c7ccc(C(C)(C)C)cc7)ccc65)cc4n(-c4ccccc4)c3c2)cc1
870|https://doi.org/10.1039/D2TC03448D|toluene|432.0|1|Cc1ccccc1|2.87000462962963|CC.Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(C(C)(C)C)cc4)ccc2n3-c2ccc3c(=O)c4ccc(-n5c6ccc(-c7ccc(C(C)(C)C)cc7)cc6c6cc(-c7ccc(C(C)(C)C)cc7)ccc65)cc4n(-c4ccccc4)c3c2)cc1
872|https://doi.org/10.1039/C5SC04848F|CH2Cl2|311.0|1|ClCCl|3.986630225080386|O=P(c1ccccc1)(c1ccccc1)c1ccc(Oc2ccccc2)c(P(=O)(c2ccccc2)c2ccccc2)c1
873|https://doi.org/10.1039/D2SC06335B|toluene|583.0|1|Cc1ccccc1|2.126658662092625|N#Cc1ccc(-c2cc3nc4c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5c4nc3cc2-c2ccc(C#N)cc2)cc1
875|https://doi.org/10.1039/D3TC00499F|toluene|463.0|1|Cc1ccccc1|2.677844492440605|Cc1cccc(C)c1N(c1cc2c3c(c1)N(c1c(C)cccc1C)c1c(ccc4c1sc1ccccc14)B3c1ccc3c(sc4ccccc43)c1N2c1c(C)cccc1C)c1cccc2c1sc1ccccc12
876|https://doi.org/10.1039/D3TC02860G|DCM|518.0|1|ClCCl|2.393517374517375|c1ccc2c(c1)Sc1ccccc1N2c1cnc2nc3c(nc2c1)-c1cccc2cccc-3c12
877|https://doi.org/10.1039/D3TC02860G|toluene|476.0|1|Cc1ccccc1|2.604710084033614|c1ccc2c(c1)Sc1ccccc1N2c1cnc2nc3c(nc2c1)-c1cccc2cccc-3c12
880|https://doi.org/10.1039/D3TC04292H|Toluene|496.0|1|Cc1ccccc1|2.499681451612903|c1ccc2c(c1)Oc1ccccc1N2c1ccc(N2c3ccccc3Oc3ccccc32)c2ccccc12
881|https://doi.org/10.1039/D3TC04292H|DCM|536.0|1|ClCCl|2.313138059701493|c1ccc2c(c1)Oc1ccccc1N2c1ccc(N2c3ccccc3Oc3ccccc32)c2ccccc12
886|https://doi.org/10.1016/j.cej.2020.126173|toluene|473.0|1|Cc1ccccc1|2.62123044397463|c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3-n3c4ccccc4c4cc5c(cc43)C3(c4ccccc4-c4ccccc43)c3ccccc3-5)n2)cc1
887|https://doi.org/10.1016/j.cej.2021.133249|toluene|503.0|1|Cc1ccccc1|2.46489463220676|N#Cc1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)c1-c1c(C#N)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1C#N
892|https://doi.org/10.1016/j.jlumin.2021.118473|Toluene|525.0|1|Cc1ccccc1|2.36160380952381|c1ccc(N(c2ccccc2)c2ccc3c(c2)c2cc(N(c4ccccc4)c4ccccc4)ccc2n3-c2ccc(-c3cc(-c4ccc(-n5c6ccc(N(c7ccccc7)c7ccccc7)cc6c6cc(N(c7ccccc7)c7ccccc7)ccc65)cc4)ncn3)cc2)cc1
893|https://doi.org/10.1016/j.dyepig.2019.108179|toluene|530.0|1|Cc1ccccc1|2.339324528301887|CC1(C)c2ccccc2N(c2ccc(C(=O)c3ccncc3)cc2)c2ccccc21
894|https://doi.org/10.1016/j.dyepig.2019.108179|toluene|509.0|1|Cc1ccccc1|2.435838899803537|O=C(c1ccncc1)c1ccc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cc1
895|https://doi.org/10.1016/j.dyepig.2017.11.027|THF|485.0|1|C1CCOC1|2.556375257731959|Clc1nc(Cl)c(Cl)c(-n2c3ccccc3c3ccccc32)c1Cl
897|https://doi.org/10.1016/j.orgel.2019.03.045|DMSO|523.0|1|CS(C)=O|2.370634799235182|CCn1c2ccc(C(=Cc3ccccc3)c3ccccc3)cc2c2cc(-c3ccc4c(c3)S(=O)(=O)c3ccccc3S4(=O)=O)ccc21
900|https://doi.org/10.1016/j.dyepig.2023.111515|toluene|633.0|1|Cc1ccccc1|1.958676145339653|Cc1cc2nc3c(nc2cc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1)-c1ccc2c4c(ccc-3c14)C(=O)N(c1ccc(C(C)(C)C)cc1)C2=O
903|https://doi.org/10.1016/j.dyepig.2017.04.024|toluene|518.0|1|Cc1ccccc1|2.393517374517375|N#Cc1ccc(-c2cc(C#N)cc(-c3ccc(C#N)cc3)c2N2c3ccccc3Oc3ccccc32)cc1
904|https://doi.org/10.1016/j.dyepig.2022.110373|toluene|365.0|1|Cc1ccccc1|3.396827397260274|c1ccc2c(c1)Nc1ccccc1C21c2ccccc2-c2ccccc21
905|https://doi.org/10.1016/j.dyepig.2023.111568|toluene|536.0|1|Cc1ccccc1|2.313138059701493|c1ccc(N(c2ccccc2)c2ccccc2-c2ccc3c(c2)c2ccccc2c2nc4cc(-c5cccnc5)c(-c5cccnc5)cc4nc32)cc1
907|https://doi.org/10.1016/j.cej.2020.127418|toluene|504.0|1|Cc1ccccc1|2.460003968253968|CC1(C)c2ccccc2N(c2ccc(C(=O)c3ccc4c(c3)C3c5ccccc5C4c4ccccc43)cc2)c2ccccc21
909|https://doi.org/10.1016/j.orgel.2021.106245|toluene|579.0|1|Cc1ccccc1|2.141350604490501|CC1(C)c2ccccc2N(c2ccc(Sc3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)c2ccccc21
912|https://doi.org/10.1016/j.dyepig.2025.112723|toluene|509.0|1|Cc1ccccc1|2.435838899803537|c1ccc(-c2nc(-c3ccccc3)nc(-c3c(-n4c5ccccc5c5c(OCCCCCCn6c7ccccc7c7ccccc76)cccc54)c(-n4c5ccccc5c5c(OCCCCCCn6c7ccccc7c7ccccc76)cccc54)c(-n4c5ccccc5c5c(OCCCCCCn6c7ccccc7c7ccccc76)cccc54)c(-n4c5ccccc5c5c(OCCCCCCn6c7ccccc7c7ccccc76)cccc54)c3-n3c4ccccc4c4c(OCCCCCCn5c6ccccc6c6ccccc65)cccc43)n2)cc1
913|https://doi.org/10.1016/j.dyepig.2021.109873|THF|479.0|1|C1CCOC1|2.588396659707725|O=C1c2ccccc2C2(c3ccccc31)c1ccccc1-n1c3ccccc3c3cccc2c31
914|https://doi.org/10.1016/j.dyepig.2021.109873|THF|522.0|1|C1CCOC1|2.375176245210728|O=C1c2ccccc2C2(c3ccccc31)c1ccccc1N1c3ccccc3Oc3cccc2c31
1000|https://doi.org/10.1039/D1TC02778F|CH2Cl2|535.0|1|ClCCl|2.317461682242991|CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1c(-c2nnc(-c3ccc(C(F)(F)F)cc3)o2)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1-n1c2ccc(C(C)(C)C)cc2c2cc(C(C)(C)C)ccc21
1001|https://doi.org/10.1039/D1TC02778F|CH2Cl2|537.0|1|ClCCl|2.308830540037244|CC.CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1c(-c2nnc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)o2)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1-n1c2ccc(C(C)(C)C)cc2c2cc(C(C)(C)C)ccc21
1005|https://doi.org/10.1039/D1TC04933J|toluene|508.0|1|Cc1ccccc1|2.440633858267717|COC(=O)c1c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1-n1c2ccc(C(C)(C)C)cc2c2cc(C(C)(C)C)ccc21
1008|https://doi.org/10.1002/adfm.201302907|toluene|422.0|1|Cc1ccccc1|2.938014218009479|COc1ccc(-c2c3ccccc3c(-c3ccc(-c4c5ccccc5c(-c5ccc(C#N)cc5)c5ccccc45)cc3)c3ccccc23)cc1
1009|https://doi.org/10.1002/adfm.201802031|toluene|487.0|1|Cc1ccccc1|2.545876796714579|Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(C)ccc1N2c1cc(C(C)C)c(B2c3ccccc3Nc3ccccc32)c(C(C)C)c1
1011|https://doi.org/10.1002/adfm.202002064|Hexane|439.0|1|CCCCCC|2.82424145785877|COc1cc(OC)c(-c2c(C(F)(F)F)cc(B(c3c(C(F)(F)F)cccc3C(F)(F)F)c3c(C(F)(F)F)cccc3C(F)(F)F)cc2C(F)(F)F)c(OC)c1
1012|https://doi.org/10.1002/adfm.202411957|toluene|508.0|1|Cc1ccccc1|2.440633858267717|Cc1ccc(-c2ccc3c(c2)c2cccc4c2n3-c2ccccc2O4)c2c1-c1ccccc1C21c2ccccc2C(=O)c2ccccc21
1014|https://doi.org/10.1002/adom.201700334|toluene|504.0|1|Cc1ccccc1|2.460003968253968|CC1(C)c2ccccc2N(c2ccc(S(=O)(=O)c3ccccc3-c3ccccc3S(=O)(=O)c3ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc3)cc2)c2ccccc21
1016|https://doi.org/10.1002/chem.201805323|toluene|450.0|1|Cc1ccccc1|2.755204444444445|Cc1nc(C)c(C#N)c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1C#N
1018|https://doi.org/10.1002/chem.201805323|toluene|555.0|1|Cc1ccccc1|2.23394954954955|CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1nc(-n2c3ccc(C#N)cc3c3cc(C#N)ccc32)c(C#N)c(-c2ccc(F)cc2)c1C#N
